ï»¿Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Unit Cost,Total Cost (Current),Average Age
Asiana Airlines,Asiana Airlines,Airbus A321,23.0,,17.0,40.0,115.0,2.643,5.7
Asiana Airlines,Air Seoul,Airbus A321,3.0,,,3.0,115.0,345.0,3.8
Asiana Airlines,Air Busan,Airbus A321,12.0,,,12.0,115.0,1.379,13.5
Asiana Airlines,Asiana Airlines,Airbus A330,15.0,,,15.0,240.0,3.6,7.3
Asiana Airlines,Asiana Airlines,Airbus A350,,1.0,,1.0,312.0,0.0,
Asiana Airlines,Asiana Airlines,Airbus A380,5.0,1.0,,6.0,433.0,2.163,2.0
Asiana Airlines,Asiana Airlines,Boeing 737,,,34.0,34.0,74.0,0.0,
Asiana Airlines,Air Busan,Boeing 737,,,7.0,7.0,74.0,0.0,
Asiana Airlines,Asiana Airlines,Boeing 747,14.0,,4.0,18.0,316.0,4.421,20.9
Asiana Airlines,Asiana Airlines,Boeing 767,8.0,,11.0,19.0,187.0,1.495,20.3
Asiana Airlines,Asiana Airlines,Boeing 777,11.0,,2.0,13.0,295.0,3.24,10.1
Atlas Air,Atlas Air,Boeing 737,,,1.0,1.0,74.0,0.0,
Atlas Air,Atlas Air,Boeing 747,32.0,,45.0,77.0,316.0,10.106,14.1
Atlas Air,Atlas Air,Boeing 757,,,1.0,1.0,73.0,0.0,
Atlas Air,Atlas Air,Boeing 767,25.0,,1.0,26.0,187.0,4.673,24.1
Azul,Azul,Airbus A320,4.0,4.0,,8.0,98.0,392.0,0.1
Azul,Azul,Airbus A330,5.0,,2.0,7.0,240.0,1.2,14.1
Azul,Azul,Airbus A350 XWB,,1.0,,1.0,312.0,0.0,
Azul,Azul,ATR 42/72,40.0,2.0,42.0,84.0,22.0,884.0,3.5
Azul,Azul,Embraer ERJ-170,,,5.0,5.0,39.0,0.0,
Azul,Azul,Embraer ERJ-190,74.0,,14.0,88.0,46.0,3.419,4.9
Cathay Pacific,Air Hong Kong,Airbus A300,10.0,,2.0,12.0,75.0,750.0,14.0
Cathay Pacific,Cathay Dragon,Airbus A320,15.0,,,15.0,98.0,1.47,11.6
Cathay Pacific,Cathay Dragon,Airbus A321,8.0,,,8.0,115.0,919.0,14.2
Cathay Pacific,Cathay Pacific,Airbus A330,42.0,,13.0,55.0,240.0,10.08,8.9
Cathay Pacific,Cathay Dragon,Airbus A330,19.0,,,19.0,240.0,4.56,16.9
Cathay Pacific,Cathay Pacific,Airbus A340,4.0,,21.0,25.0,216.0,862.0,19.0
Cathay Pacific,Cathay Pacific,Airbus A350 XWB,9.0,6.0,,15.0,312.0,2.808,0.3
Cathay Pacific,Cathay Pacific,Boeing 747,21.0,,63.0,84.0,316.0,6.632,5.9
Cathay Pacific,Air Hong Kong,Boeing 747,3.0,,8.0,11.0,316.0,947.0,25.8
Cathay Pacific,Cathay Pacific,Boeing 777,70.0,,,70.0,295.0,20.619,8.0
China Airlines,China Airlines,Airbus A300,,,20.0,20.0,75.0,0.0,
China Airlines,Tigerair Taiwan (80%),Airbus A320,9.0,1.0,,10.0,98.0,882.0,2.3
China Airlines,China Airlines,Airbus A320,,,2.0,2.0,98.0,0.0,
China Airlines,China Airlines,Airbus A330,24.0,,2.0,26.0,240.0,5.76,9.0
China Airlines,China Airlines,Airbus A340,4.0,,3.0,7.0,216.0,862.0,14.9
China Airlines,Mandarin Airlines (93.99%),Airbus A340,,,1.0,1.0,216.0,0.0,
China Airlines,China Airlines,Airbus A350 XWB,2.0,4.0,,6.0,312.0,624.0,0.2
China Airlines,China Airlines,Boeing 737,22.0,1.0,17.0,40.0,74.0,1.628,8.9
China Airlines,Mandarin Airlines (93.99%),Boeing 737,1.0,,5.0,6.0,74.0,74.0,1.3
China Airlines,China Airlines,Boeing 747,25.0,,35.0,60.0,316.0,7.895,13.6
China Airlines,Mandarin Airlines (93.99%),Boeing 747,,,5.0,5.0,316.0,0.0,
China Airlines,China Airlines,Boeing 767,,,2.0,2.0,187.0,0.0,
China Airlines,China Airlines,Boeing 777,10.0,,,10.0,295.0,2.946,1.6
China Airlines,Mandarin Airlines (93.99%),Embraer ERJ-190,6.0,,2.0,8.0,46.0,277.0,8.8
China Airlines,Mandarin Airlines (93.99%),Fokker F50 / F60,,,7.0,7.0,18.0,0.0,
China Airlines,Mandarin Airlines (93.99%),Fokker F70 / F100,,,6.0,6.0,20.0,0.0,
China Airlines,China Airlines,McDonnell Douglas MD-11,,,5.0,5.0,175.0,0.0,
China Airlines,Mandarin Airlines (93.99%),McDonnell Douglas MD-11,,,5.0,5.0,175.0,0.0,
China Airlines,Mandarin Airlines (93.99%),Saab 340,,,1.0,1.0,8.0,0.0,
China Eastern Airlines,China Eastern Airlines,Airbus A300,,,13.0,13.0,75.0,0.0,
China Eastern Airlines,China Eastern Airlines,Airbus A310,,,5.0,5.0,75.0,0.0,
China Eastern Airlines,China Eastern Airlines,Airbus A319,36.0,,9.0,45.0,90.0,3.226,4.1
China Eastern Airlines,China United Airlines,Airbus A319,,,3.0,3.0,90.0,0.0,
China Eastern Airlines,China Eastern Airlines,Airbus A320,165.0,2.0,24.0,191.0,98.0,16.17,6.8
China Eastern Airlines,China Eastern Airlines,Airbus A321,64.0,3.0,,67.0,115.0,7.354,4.2
China Eastern Airlines,Shanghai Airlines,Airbus A321,,,4.0,4.0,115.0,0.0,
China Eastern Airlines,China Eastern Airlines,Airbus A330,45.0,,6.0,51.0,240.0,10.8,5.6
China Eastern Airlines,Shanghai Airlines,Airbus A330,6.0,,,6.0,240.0,1.44,7.0
China Eastern Airlines,China Eastern Airlines,Airbus A340,,,10.0,10.0,216.0,0.0,
China Eastern Airlines,China Eastern Airlines,Airbus A350,,,,,312.0,0.0,
China Eastern Airlines,China Eastern Airlines,Boeing 737,125.0,1.0,47.0,173.0,74.0,9.248,4.9
China Eastern Airlines,China United Airlines,Boeing 737,32.0,1.0,11.0,44.0,74.0,2.367,5.4
China Eastern Airlines,Shanghai Airlines,Boeing 737,75.0,,21.0,96.0,74.0,5.549,5.0
China Eastern Airlines,China Cargo Airlines,Boeing 747,3.0,,2.0,5.0,316.0,947.0,13.2
China Eastern Airlines,China Cargo Airlines,Boeing 757,,,2.0,2.0,73.0,0.0,
China Eastern Airlines,Shanghai Airlines,Boeing 757,,,13.0,13.0,73.0,0.0,
China Eastern Airlines,China Eastern Airlines,Boeing 767,,,3.0,3.0,187.0,0.0,
China Eastern Airlines,Shanghai Airlines,Boeing 767,6.0,,1.0,7.0,187.0,1.121,15.7
China Eastern Airlines,China Eastern Airlines,Boeing 777,16.0,,,16.0,295.0,4.713,1.2
China Eastern Airlines,China Cargo Airlines,Boeing 777,6.0,,,6.0,295.0,1.767,6.2
China Eastern Airlines,China Eastern Airlines,Boeing 787,,,,,265.0,0.0,
China Eastern Airlines,China Eastern Airlines,British Aerospace BAe 146/Avro RJ,,,13.0,13.0,14.0,0.0,
China Eastern Airlines,China Eastern Airlines,Canadair CRJ-100 Series,,,5.0,5.0,32.0,0.0,
China Eastern Airlines,Shanghai Airlines,Canadair CRJ-100 Series,,,5.0,5.0,32.0,0.0,
China Eastern Airlines,China United Airlines,Comac ARJ21,,,,,30.0,0.0,
China Eastern Airlines,China Eastern Airlines,COMAC C919,,,,,68.0,0.0,
China Eastern Airlines,China Eastern Airlines,Embraer ERJ-145,,,10.0,10.0,20.0,0.0,
China Eastern Airlines,China Eastern Airlines,Fokker F70 / F100,,,10.0,10.0,20.0,0.0,
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-11,,,6.0,6.0,175.0,0.0,
China Eastern Airlines,China Cargo Airlines,McDonnell Douglas MD-11,,,9.0,9.0,175.0,0.0,
China Eastern Airlines,Shanghai Airlines,McDonnell Douglas MD-11,,,4.0,4.0,175.0,0.0,
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-80,,,16.0,16.0,45.0,0.0,
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-90,,,9.0,9.0,45.0,0.0,
China Southern Airlines,China Southern Airlines,Airbus A300,,,6.0,6.0,75.0,0.0,
China Southern Airlines,China Southern Airlines,Airbus A319,34.0,,7.0,41.0,90.0,3.046,10.6
China Southern Airlines,China Southern Airlines,Airbus A320,123.0,8.0,14.0,145.0,98.0,12.054,7.3
China Southern Airlines,China Southern Airlines,Airbus A321,88.0,5.0,,93.0,115.0,10.111,6.5
China Southern Airlines,China Southern Airlines,Airbus A330,38.0,1.0,,39.0,240.0,9.12,5.8
China Southern Airlines,China Southern Airlines,Airbus A380,5.0,,,5.0,433.0,2.163,5.1
China Southern Airlines,China Southern Airlines,ATR 42/72,,,5.0,5.0,22.0,0.0,
China Southern Airlines,China Southern Airlines,Boeing 737,169.0,,65.0,234.0,74.0,12.503,6.8
China Southern Airlines,China Southern Airlines,Boeing 747,2.0,,,2.0,316.0,632.0,14.4
China Southern Airlines,China Southern Airlines,Boeing 757,7.0,,24.0,31.0,73.0,508.0,17.8
China Southern Airlines,China Southern Airlines,Boeing 767,,,6.0,6.0,187.0,0.0,
China Southern Airlines,China Southern Airlines,Boeing 777,26.0,,6.0,32.0,295.0,7.658,5.9
China Southern Airlines,China Southern Airlines,Boeing 787 Dreamliner,10.0,,,10.0,265.0,2.651,3.3
China Southern Airlines,China Southern Airlines,COMAC C919,,,,,68.0,0.0,
China Southern Airlines,China Southern Airlines,Embraer ERJ-145,,,6.0,6.0,20.0,0.0,
China Southern Airlines,China Southern Airlines,Embraer ERJ-190,20.0,,,20.0,46.0,924.0,4.7
China Southern Airlines,China Southern Airlines,McDonnell Douglas MD-80,,,23.0,23.0,45.0,0.0,
China Southern Airlines,China Southern Airlines,McDonnell Douglas MD-90,,,13.0,13.0,45.0,0.0,
Copa Airlines,Copa Airlines,Boeing 737,76.0,1.0,33.0,110.0,74.0,5.622,6.3
Copa Airlines,Copa Airlines Colombia,Boeing 737,1.0,,,1.0,74.0,74.0,17.2
Copa Airlines,Copa Airlines,Embraer ERJ-190,12.0,,3.0,15.0,46.0,554.0,9.7
Copa Airlines,Copa Airlines Colombia,Embraer ERJ-190,9.0,,5.0,14.0,46.0,416.0,9.2
easyJet,easyJet,Airbus A319,133.0,,39.0,172.0,90.0,11.917,9.6
easyJet,easyJet - Switzerland,Airbus A319,11.0,,22.0,33.0,90.0,986.0,5.5
easyJet,easyJet,Airbus A320,101.0,3.0,24.0,128.0,98.0,9.898,3.6
easyJet,easyJet - Switzerland,Airbus A320,15.0,,,15.0,98.0,1.47,5.0
easyJet,easyJet,Airbus A321,,,8.0,8.0,115.0,0.0,
easyJet,easyJet,Boeing 737,,,84.0,84.0,74.0,0.0,
easyJet,easyJet - Switzerland,Boeing 737,,,8.0,8.0,74.0,0.0,
easyJet,easyJet,Boeing 757,,,4.0,4.0,73.0,0.0,
Emirates,Emirates,Airbus A300,,,7.0,7.0,75.0,0.0,
Emirates,Emirates,Airbus A310,,,13.0,13.0,75.0,0.0,
Emirates,Emirates,Airbus A319,1.0,,,1.0,90.0,90.0,5.3
Emirates,Emirates,Airbus A330,,,29.0,29.0,115.0,0.0,
Emirates,Emirates,Airbus A340,,,18.0,18.0,216.0,0.0,
Emirates,Emirates,Airbus A380,87.0,15.0,,102.0,433.0,37.636,3.7
Emirates,Emirates,Boeing 737,,,1.0,1.0,74.0,0.0,
Emirates,Emirates,Boeing 747,2.0,,4.0,6.0,316.0,632.0,9.2
Emirates,Emirates,Boeing 777,159.0,5.0,10.0,174.0,295.0,46.833,6.4
Ethiopian Airlines,Ethiopian Airlines,Airbus A350 XWB,2.0,2.0,,4.0,312.0,624.0,0.4
Ethiopian Airlines,Ethiopian Airlines,ATR 42/72,,,3.0,3.0,22.0,0.0,
Ethiopian Airlines,Ethiopian Airlines,Boeing 737,21.0,,9.0,30.0,74.0,1.554,6.5
Ethiopian Airlines,Ethiopian Airlines,Boeing 757,3.0,,9.0,12.0,73.0,218.0,23.2
Ethiopian Airlines,Ethiopian Airlines,Boeing 767,6.0,,12.0,18.0,187.0,1.121,14.4
Ethiopian Airlines,Ethiopian Airlines,Boeing 777,16.0,,,16.0,295.0,4.713,3.6
Ethiopian Airlines,Ethiopian Airlines,Boeing 787 Dreamliner,16.0,3.0,,19.0,265.0,4.242,2.5
Ethiopian Airlines,Ethiopian Airlines,De Havilland Canada DHC-8 Dash 8,18.0,,,18.0,31.0,563.0,4.7
Ethiopian Airlines,Ethiopian Airlines,Fokker F50 / F60,,,5.0,5.0,18.0,0.0,
Ethiopian Airlines,Ethiopian Airlines,McDonnell Douglas MD-11,,,3.0,3.0,175.0,0.0,
Etihad Airways,Etihad Airways,Airbus A300,,,3.0,3.0,75.0,0.0,
Etihad Airways,Etihad Airways,Airbus A310,,,1.0,1.0,75.0,0.0,
Etihad Airways,Etihad Airways,Airbus A319,2.0,,2.0,4.0,90.0,179.0,13.7
Etihad Airways,Etihad Airways,Airbus A320,23.0,,4.0,27.0,98.0,2.254,6.6
Etihad Airways,Etihad Airways,Airbus A321,10.0,,,10.0,115.0,1.149,1.8
Etihad Airways,Etihad Airways,Airbus A330,30.0,1.0,11.0,42.0,240.0,7.2,8.1
Etihad Airways,Etihad Airways,Airbus A340,10.0,,3.0,13.0,216.0,2.156,9.0
Etihad Airways,Etihad Airways,Airbus A350 XWB,,1.0,,1.0,312.0,0.0,
Etihad Airways,Etihad Airways,Airbus A380,8.0,1.0,,9.0,433.0,3.461,1.7
Etihad Airways,Etihad Airways,Boeing 747,1.0,,1.0,2.0,316.0,316.0,17.7
Etihad Airways,Etihad Airways,Boeing 767,,,2.0,2.0,187.0,0.0,
Etihad Airways,Etihad Airways,Boeing 777,30.0,,5.0,35.0,295.0,8.837,6.2
Etihad Airways,Etihad Airways,Boeing 787 Dreamliner,10.0,2.0,,12.0,265.0,2.651,1.1
EVA Air,EVA Air,Airbus A320,,,1.0,1.0,98.0,0.0,
EVA Air,EVA Air,Airbus A321,22.0,,2.0,24.0,115.0,2.528,2.0
EVA Air,Uni Air,Airbus A321,2.0,,,2.0,115.0,230.0,2.7
EVA Air,EVA Air,Airbus A330,10.0,2.0,6.0,18.0,240.0,2.4,7.5
EVA Air,EVA Air,ATR 42/72,2.0,,,2.0,22.0,44.0,0.3
EVA Air,Uni Air,ATR 42/72,13.0,,,13.0,22.0,287.0,3.0
EVA Air,EVA Air,Boeing 747,9.0,,10.0,19.0,316.0,2.842,19.0
EVA Air,EVA Air,Boeing 757,,,2.0,2.0,73.0,0.0,
EVA Air,Uni Air,Boeing 757,,,1.0,1.0,73.0,0.0,
EVA Air,EVA Air,Boeing 767,,,9.0,9.0,187.0,0.0,
EVA Air,EVA Air,Boeing 777,29.0,,,29.0,295.0,8.542,5.3
EVA Air,EVA Air,Boeing 787,,,,,265.0,0.0,
EVA Air,Uni Air,British Aerospace BAe 146/Avro RJ,,,4.0,4.0,14.0,0.0,
EVA Air,Uni Air,De Havilland Canada DHC-8 Dash 8,,,14.0,14.0,7.0,0.0,
EVA Air,EVA Air,McDonnell Douglas MD-11,,,12.0,12.0,175.0,0.0,
EVA Air,EVA Air,McDonnell Douglas MD-90,,,7.0,7.0,45.0,0.0,
EVA Air,Uni Air,McDonnell Douglas MD-90,,,14.0,14.0,45.0,0.0,
Finnair,Finnair,Airbus A300,,,2.0,2.0,75.0,0.0,
Finnair,Finnair,Airbus A319,9.0,,2.0,11.0,90.0,806.0,15.5
Finnair,Finnair,Airbus A320,10.0,,2.0,12.0,98.0,980.0,14.4
Finnair,Finnair,Airbus A321,11.0,1.0,,12.0,115.0,1.264,10.0
Finnair,Finnair,Airbus A330,8.0,,,8.0,240.0,1.92,7.2
Finnair,Finnair,Airbus A340,2.0,,5.0,7.0,216.0,431.0,9.0
Finnair,Finnair,Airbus A350 XWB,7.0,2.0,,9.0,312.0,2.184,0.9
Finnair,Finnair,ATR 42/72,,,15.0,15.0,22.0,0.0,
Finnair,Finnair,Boeing 737,,,2.0,2.0,74.0,0.0,
Finnair,Finnair,Boeing 757,,,7.0,7.0,73.0,0.0,
Finnair,Nordic Regional Airlines,Embraer E-190,12.0,,,12.0,46.0,554.0,7.6
Finnair,Finnair,Embraer ERJ-170,,,10.0,10.0,39.0,0.0,
Finnair,Finnair,Embraer ERJ-190,12.0,,,12.0,46.0,554.0,8.5
Finnair,Finnair,McDonnell Douglas DC-10,,,5.0,5.0,145.0,0.0,
Finnair,Finnair,McDonnell Douglas DC-8,,,4.0,4.0,6.0,0.0,
Finnair,Finnair,McDonnell Douglas DC-9,,,27.0,27.0,45.0,0.0,
Finnair,Finnair,McDonnell Douglas MD-11,,,7.0,7.0,175.0,0.0,
Finnair,Finnair,McDonnell Douglas MD-80,,,26.0,26.0,45.0,0.0,
Finnair,Finnair,Saab 340,,,3.0,3.0,8.0,0.0,
Flybe,Flybe,ATR 42/72,9.0,,,9.0,22.0,199.0,6.6
Flybe,Flybe,Boeing 737,,,4.0,4.0,74.0,0.0,
Flybe,Flybe,British Aerospace BAe 146/Avro RJ,,,24.0,24.0,14.0,0.0,
Flybe,Flybe,Canadair CRJ-100 Series,,,4.0,4.0,32.0,0.0,
Flybe,Flybe,De Havilland Canada DHC-6 Twin Otter,1.0,,,1.0,7.0,7.0,36.9
Flybe,Flybe,De Havilland Canada DHC-8 Dash 8,55.0,4.0,32.0,91.0,31.0,1.722,9.6
Flybe,Flybe,Dornier Do-328,2.0,,1.0,3.0,8.0,16.0,20.0
Flybe,Flybe,Embraer ERJ-145,,,28.0,28.0,20.0,0.0,
Flybe,Flybe,Embraer ERJ-170,11.0,,,11.0,39.0,426.0,4.7
Flybe,Flybe,Embraer ERJ-190,9.0,,5.0,14.0,46.0,416.0,8.8
Flybe,Flybe,Saab 2000,3.0,,,3.0,12.0,36.0,22.4
Flybe,Flybe,Saab 340,12.0,,2.0,14.0,8.0,96.0,26.2
Frontier Airlines,Frontier Airlines,Airbus A318,,,11.0,11.0,66.0,0.0,
Frontier Airlines,Frontier Airlines,Airbus A319,23.0,,30.0,53.0,90.0,2.061,11.9
Frontier Airlines,Frontier Airlines,Airbus A320,28.0,7.0,1.0,36.0,98.0,2.744,5.7
Frontier Airlines,Frontier Airlines,Airbus A321,13.0,2.0,,15.0,115.0,1.494,0.7
Frontier Airlines,Frontier Airlines,Boeing 737,,,42.0,42.0,74.0,0.0,
Frontier Airlines,Frontier Airlines,De Havilland Canada DHC-8 Dash 8,,,11.0,11.0,7.0,0.0,
Garuda Indonesia,Garuda Indonesia,Airbus A300,,,22.0,22.0,75.0,0.0,
Garuda Indonesia,Citilink,Airbus A320,41.0,5.0,,46.0,98.0,4.018,4.6
Garuda Indonesia,Garuda Indonesia,Airbus A330,24.0,,30.0,54.0,240.0,5.76,7.1
Garuda Indonesia,Garuda Indonesia,Airbus A340,,,3.0,3.0,216.0,0.0,
Garuda Indonesia,Garuda Indonesia,ATR 42/72,15.0,,,15.0,22.0,332.0,1.9
Garuda Indonesia,Garuda Indonesia,Boeing 737,74.0,,75.0,149.0,74.0,5.475,5.3
Garuda Indonesia,Citilink,Boeing 737,4.0,,14.0,18.0,74.0,296.0,19.1
Garuda Indonesia,Garuda Indonesia,Boeing 747,2.0,,61.0,63.0,316.0,632.0,22.8
Garuda Indonesia,Garuda Indonesia,Boeing 767,,,19.0,19.0,187.0,0.0,
Garuda Indonesia,Garuda Indonesia,Boeing 777,10.0,,4.0,14.0,295.0,2.946,2.3
Garuda Indonesia,Garuda Indonesia,Canadair CRJ-1000,18.0,,,18.0,49.0,882.0,3.2
Garuda Indonesia,Garuda Indonesia,Lockheed L-1011 TriStar,,,1.0,1.0,190.0,0.0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-10,,,25.0,25.0,145.0,0.0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-8,,,11.0,11.0,6.0,0.0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-9,,,25.0,25.0,45.0,0.0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas MD-11,,,18.0,18.0,175.0,0.0,
Hainan Airlines,Lucky Air (86.68%),Airbus A319,3.0,,,3.0,90.0,269.0,11.0
Hainan Airlines,Capital Airlines (70%),Airbus A319,19.0,,10.0,29.0,90.0,1.702,8.6
Hainan Airlines,Hainan Airlines,Airbus A319,,,6.0,6.0,90.0,0.0,
Hainan Airlines,Lucky Air (86.68%),Airbus A320,7.0,1.0,,8.0,98.0,686.0,4.0
Hainan Airlines,Capital Airlines (70%),Airbus A320,34.0,,,34.0,98.0,3.332,3.8
Hainan Airlines,Capital Airlines (70%),Airbus A321,11.0,,,11.0,115.0,1.264,0.8
Hainan Airlines,Hainan Airlines,Airbus A330,22.0,,6.0,28.0,240.0,5.28,4.2
Hainan Airlines,Capital Airlines (70%),Airbus A330,4.0,4.0,,8.0,240.0,960.0,7.5
Hainan Airlines,Hainan Airlines,Airbus A340,,,3.0,3.0,216.0,0.0,
Hainan Airlines,Hainan Airlines,Boeing 737,126.0,2.0,45.0,173.0,74.0,9.321,5.5
Hainan Airlines,China Xinhua Airlines (100%),Boeing 737,5.0,,12.0,17.0,74.0,370.0,12.1
Hainan Airlines,Lucky Air (86.68%),Boeing 737,26.0,2.0,6.0,34.0,74.0,1.923,5.3
Hainan Airlines,Urumqi Airlines (70%),Boeing 737,9.0,,,9.0,74.0,666.0,5.6
Hainan Airlines,Chang An Airlines (67.01%),Boeing 737-800,3.0,,,,96.0,288.0,
Hainan Airlines,Hainan Airlines,Boeing 767,3.0,,2.0,5.0,187.0,561.0,14.1
Hainan Airlines,Hainan Airlines,Boeing 787 Dreamliner,18.0,3.0,,21.0,265.0,4.772,1.8
Hainan Airlines,Hainan Airlines,COMAC C919,,,,,68.0,0.0,
Hainan Airlines,Hainan Airlines,Dornier Do-328,,,27.0,27.0,8.0,0.0,
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G-V Gulfstream,1.0,,,1.0,,0.0,
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G500/G550,2.0,,,2.0,,0.0,
Hainan Airlines,Capital Airlines (70%),Hawker Beechcraft Hawker 4000,1.0,,,1.0,,0.0,
Hawaiian Airlines,Hawaiian Airlines,Airbus A321,,,,,115.0,0.0,
Hawaiian Airlines,Hawaiian Airlines,Airbus A330,23.0,,,23.0,240.0,5.52,3.7
Hawaiian Airlines,Hawaiian Airlines,ATR 42/72,3.0,,,,22.0,66.0,
Hawaiian Airlines,Hawaiian Airlines,Boeing 717,18.0,2.0,1.0,21.0,37.0,666.0,15.3
Hawaiian Airlines,Hawaiian Airlines,Boeing 767,8.0,,10.0,18.0,187.0,1.495,17.8
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-10,,,25.0,25.0,145.0,0.0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-8,,,11.0,11.0,6.0,0.0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-9,,,38.0,38.0,45.0,0.0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas MD-80,,,6.0,6.0,45.0,0.0,
IAG,British Airways,AÃ©rospatiale/BAC Concorde,,,7.0,7.0,29.0,0.0,
IAG,British Airways,Airbus A318,2.0,,,2.0,66.0,133.0,7.3
IAG,British Airways,Airbus A319,44.0,,,44.0,90.0,3.942,15.0
IAG,Aer Lingus,Airbus A319,,,4.0,4.0,90.0,0.0,
IAG,British Airways,Airbus A320,67.0,,11.0,78.0,98.0,6.566,10.5
IAG,Iberia Express,Airbus A320,18.0,,12.0,30.0,98.0,1.764,13.0
IAG,Aer Lingus,Airbus A320,34.0,,6.0,40.0,98.0,3.332,10.9
IAG,British Airways,Airbus A321,18.0,,,18.0,115.0,2.068,11.2
IAG,Iberia Express,Airbus A321,3.0,,,3.0,115.0,345.0,11.7
IAG,Aer Lingus,Airbus A321,3.0,,3.0,6.0,115.0,345.0,17.6
IAG,Aer Lingus,Airbus A330,10.0,,5.0,15.0,240.0,2.4,9.2
IAG,British Airways,Airbus A350,,,,,312.0,0.0,
IAG,Aer Lingus,Airbus A350 XWB,,1.0,,1.0,312.0,0.0,
IAG,British Airways,Airbus A380,12.0,,,12.0,433.0,5.191,2.7
IAG,British Airways,Boeing 737,,,123.0,123.0,74.0,0.0,
IAG,Aer Lingus,Boeing 737,,,38.0,38.0,74.0,0.0,
IAG,British Airways,Boeing 747,37.0,,64.0,101.0,316.0,11.685,20.4
IAG,Aer Lingus,Boeing 747,,,4.0,4.0,316.0,0.0,
IAG,British Airways,Boeing 757,,,56.0,56.0,73.0,0.0,
IAG,Aer Lingus,Boeing 757,4.0,,,4.0,73.0,290.0,20.1
IAG,British Airways,Boeing 767,7.0,,24.0,31.0,187.0,1.308,21.9
IAG,Aer Lingus,Boeing 767,,,3.0,3.0,187.0,0.0,
IAG,British Airways,Boeing 777,58.0,,3.0,61.0,295.0,17.084,14.4
IAG,British Airways,Boeing 787 Dreamliner,23.0,1.0,,24.0,265.0,6.097,1.6
IAG,British Airways,British Aerospace BAe 146/Avro RJ,,,4.0,4.0,14.0,0.0,
IAG,BA CityFlyer,British Aerospace BAe 146/Avro RJ,,,12.0,12.0,14.0,0.0,
IAG,Aer Lingus,British Aerospace BAe 146/Avro RJ,,,12.0,12.0,14.0,0.0,
IAG,British Airways,British Aerospace BAe ATP,,,16.0,16.0,14.0,0.0,
IAG,British Airways,De Havilland Canada DHC-6 Twin Otter,,,1.0,1.0,7.0,0.0,
IAG,British Airways,De Havilland Canada DHC-8 Dash 8,,,2.0,2.0,7.0,0.0,
IAG,BA CityFlyer,Embraer ERJ-170,6.0,,,6.0,39.0,232.0,7.1
IAG,BA CityFlyer,Embraer ERJ-190,14.0,,,14.0,46.0,647.0,5.8
IAG,Aer Lingus,Fokker F50 / F60,,,8.0,8.0,18.0,0.0,
IAG,British Airways,Fokker F70 / F100,,,6.0,6.0,20.0,0.0,
IAG,British Airways,Lockheed L-1011 TriStar,,,6.0,6.0,190.0,0.0,
IAG,British Airways,McDonnell Douglas DC-10,,,8.0,8.0,145.0,0.0,
IAG,Aer Lingus,McDonnell Douglas DC-8,,,2.0,2.0,6.0,0.0,
IAG,Aer Lingus,McDonnell Douglas MD-11,,,1.0,1.0,175.0,0.0,
IAG,BA CityFlyer,Saab 2000,2.0,,1.0,3.0,12.0,24.0,22.1
IAG,British Airways,Saab 340,,,11.0,11.0,8.0,0.0,
Japan Airlines,Japan Airlines,Airbus A300,,,22.0,22.0,75.0,0.0,
Japan Airlines,Japan Airlines,Airbus A350,,,,,312.0,0.0,
Japan Airlines,Japan Air Commuter (60% owned),ATR 42-600,,,,,20.0,0.0,
Japan Airlines,Japan Airlines,Boeing 737,50.0,,7.0,57.0,74.0,3.699,6.9
Japan Airlines,Japan Transocean Air (72.8%),Boeing 737,13.0,1.0,22.0,36.0,74.0,962.0,16.6
Japan Airlines,Japan Airlines,Boeing 747,,,114.0,114.0,316.0,0.0,
Japan Airlines,Japan Transocean Air (72.8%),Boeing 767,,,2.0,2.0,187.0,0.0,
Japan Airlines,Japan Airlines,Boeing 767,39.0,,21.0,60.0,187.0,7.289,11.5
Japan Airlines,Japan Airlines,Boeing 777,40.0,,6.0,46.0,295.0,11.782,13.4
Japan Airlines,Japan Airlines,Boeing 787 Dreamliner,31.0,6.0,,37.0,265.0,8.218,2.6
Japan Airlines,J-Air,Canadair CRJ-200 Series,8.0,,2.0,9.0,32.0,255.0,12.9
Japan Airlines,Japan Air Commuter (60% owned),De Havilland Canada DHC-8 Dash 8,10.0,,2.0,11.0,31.0,313.0,12.0
Japan Airlines,J-Air,Embraer ERJ-170,17.0,,,17.0,39.0,658.0,5.3
Japan Airlines,J-Air,Embraer ERJ-190,3.0,1.0,,5.0,46.0,139.0,0.4
